Identificativo univoco del prodotto (della versione master);ID prodotto;Handle (della versione master);Status di validazione;Titolo;Anno di pubblicazione;Data di creazione;Data Ahead of Print;Tipologia (definita da IRIS);Tipologia (collezione);Sottotipologia;Status di pubblicazione;Presenza coautori internazionali;Tutti gli autori/Curatori;Nr autori/Curatori (numero);contributors: autori/curatori di journal/serie di fascia A;Rilevanza nazionale/internazionale;Tipo di referaggio;Carattere della pubblicazione;SSD del prodotto;Lingua (codice);Rivista/Serie: ISSN;URL;DOI;Formato;codice: ISBN;Abstract;Parole chiave;brevetto: Data di deposito;Centro di ricerca;autore: ID persona (IRIS);Parole chiave - ERC (concatenazione) - autore;scopus: Nr citazioni;wos: Identificativo;scopus: Identificativo;wos: Nr citazioni;wos: affiliations;u-gov: Classificazione ausiliaria 1;wos: Valore Impact factor;Presenza Impact Factor (indicato nei metadati- manuale);wos: Valore Impact factor (riferito all'ultimo anno disponibile)
43888;43888;2318/21580;Validazione non prevista (pubblicato);Multiplicity results for superquadratic Dirichlet boundary value problems in R-2;2008;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"A. CAPIETTO; W. DAMBROSIO";2;;;Sì, ma tipo non specificato;;;eng;1230-3429;;;;;;;;;18784;;;WOS:000254442000002;;1;;;0.594;no;0.7
43889;43889;2318/21581;Validazione non prevista (pubblicato);Preservation of the Maslov index along bifurcating branches of solutions of first order systems in RN;2006;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"A. Capietto; W. Dambrosio";2;;Internazionale;Sì, ma tipo non specificato;;;eng;0022-0396;;;;;"In this paper we study  bifurcation from simple eigenvalues for systems of differential equations; we prove the existence of global bifurcating branches of solutions on which the Maslov index of suitable associated linear systems is preserved.";;;;16034;;7;WOS:000238820800013;2-s2.0-33646678211;7;;;1.166;si;2.4
43889;43889;2318/21581;Validazione non prevista (pubblicato);Preservation of the Maslov index along bifurcating branches of solutions of first order systems in RN;2006;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"A. Capietto; W. Dambrosio";2;;Internazionale;Sì, ma tipo non specificato;;;eng;0022-0396;;;;;"In this paper we study  bifurcation from simple eigenvalues for systems of differential equations; we prove the existence of global bifurcating branches of solutions on which the Maslov index of suitable associated linear systems is preserved.";;;;18784;;7;WOS:000238820800013;2-s2.0-33646678211;7;;;1.166;si;2.4
43890;43890;2318/21582;Validazione non prevista (pubblicato);On the multiplicity of radial solutions to superlinear Dirichlet problems in bounded domains;2004;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;W. Dambrosio;1;;Internazionale;Sì, ma tipo non specificato;;;eng;0022-0396;;;;;;;;;16034;;5;WOS:000187622500003;2-s2.0-0345770404;5;;;0.877;si;2.4
43891;43891;2318/21583;Validazione non prevista (pubblicato);"Periodic solutions of asymptotically
linear second order equations with indefinite weight";2004;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"W. Dambrosio; D. Papini";2;;Internazionale;Sì, ma tipo non specificato;;;eng;0373-3114;;;;;;;;;16034;;8;;2-s2.0-33747187225;;;;;si;1
43892;43892;2318/21643;Validazione non prevista (pubblicato);Nodal solutions to semilinear elliptic equations in a ball;2002;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;W. DAMBROSIO;1;;Internazionale;Sì, ma tipo non specificato;;;eng;0893-4983;;;;;;;;;16034;;;;;;;;;si;1.8
43893;43893;2318/21644;Validazione non prevista (pubblicato);Qualitative results for parameter dependent asymmetric oscillators;2001;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;W. DAMBROSIO;1;;Internazionale;Sì, ma tipo non specificato;;;eng;0362-546X;;;;;;;;;16034;;2;WOS:000173223100067;2-s2.0-0035423939;2;;;0.406;si;1.3
43894;43894;2318/21645;Validazione non prevista (pubblicato);Superlinear indefinite equations on the real line and chaotic dynamics;2002;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"CAPIETTO A; W. DAMBROSIO; PAPINI D";3;;Internazionale;Sì, ma tipo non specificato;;;eng;0022-0396;;;;;;;;;16034;;37;WOS:000176605100006;2-s2.0-0037141637;30;;;0.903;si;2.4
43894;43894;2318/21645;Validazione non prevista (pubblicato);Superlinear indefinite equations on the real line and chaotic dynamics;2002;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"CAPIETTO A; W. DAMBROSIO; PAPINI D";3;;Internazionale;Sì, ma tipo non specificato;;;eng;0022-0396;;;;;;;;;18784;;37;WOS:000176605100006;2-s2.0-0037141637;30;;;0.903;si;2.4
43895;43895;2318/21646;Validazione non prevista (pubblicato);Multiplicity results for systems of superlinear second order equations;2000;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"CAPIETTO A; W. DAMBROSIO";2;;Internazionale;Sì, ma tipo non specificato;;;eng;0022-247X;;;;;;;;;16034;;3;WOS:000088793300014;2-s2.0-0034662569;4;;;0.431;si;1.2
43895;43895;2318/21646;Validazione non prevista (pubblicato);Multiplicity results for systems of superlinear second order equations;2000;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"CAPIETTO A; W. DAMBROSIO";2;;Internazionale;Sì, ma tipo non specificato;;;eng;0022-247X;;;;;;;;;18784;;3;WOS:000088793300014;2-s2.0-0034662569;4;;;0.431;si;1.2
43896;43896;2318/21647;Validazione non prevista (pubblicato);A note on the existence of unbounded solutions to a perturbed asymmetric oscillator;2002;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;W. DAMBROSIO;1;;Internazionale;Sì, ma tipo non specificato;;;eng;0362-546X;;;;;;;;;16034;;16;WOS:000176308300005;2-s2.0-0036680708;15;;;0.314;si;1.3
43897;43897;2318/21648;Validazione non prevista (pubblicato);Multiple solutions to a Dirichlet problem on bounded symmetric domains;1999;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"ALESSIO F; W. DAMBROSIO";2;;Internazionale;Sì, ma tipo non specificato;;;eng;0022-247X;;;;;;;;;16034;;4;WOS:000086570600014;2-s2.0-0041993833;2;;;0.392;si;1.2
43898;43898;2318/21649;Validazione non prevista (pubblicato);A time-map approach for non-homogeneous Sturm-Liouville problems;1999;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;W. DAMBROSIO;1;;Internazionale;Sì, ma tipo non specificato;;;eng;0373-1243;;;;;;;;;16034;;;;;;;;;no;
43899;43899;2318/21650;Validazione non prevista (pubblicato);Global bifurcation from the Fučik spectrum;2000;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;W. DAMBROSIO;1;;Internazionale;Sì, ma tipo non specificato;;;eng;0041-8994;;;;;;;;;16034;;;;;;;;;si;0.5
43900;43900;2318/21651;Validazione non prevista (pubblicato);Infinitely many radial solutions to a boundary value problem in a ball;2001;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"CAPIETTO A; W. DAMBROSIO; ZANOLIN F";3;;Internazionale;Sì, ma tipo non specificato;;;eng;0373-3114;;;;;;;;;16034;;23;;2-s2.0-0348132976;;;;;si;1
43900;43900;2318/21651;Validazione non prevista (pubblicato);Infinitely many radial solutions to a boundary value problem in a ball;2001;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"CAPIETTO A; W. DAMBROSIO; ZANOLIN F";3;;Internazionale;Sì, ma tipo non specificato;;;eng;0373-3114;;;;;;;;;18784;;23;;2-s2.0-0348132976;;;;;si;1
43901;43901;2318/21652;Validazione non prevista (pubblicato);Multiple solutions of weakly-coupled systems with p-laplacian operators;1999;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;W. DAMBROSIO;1;;Internazionale;Sì, ma tipo non specificato;;;eng;1422-6383;;;;;;;;;16034;;;;;;;;;si;1.1
43902;43902;2318/21653;Validazione non prevista (pubblicato);Time-map techniques for some boundary value problems;1998;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;W. DAMBROSIO;1;;Internazionale;Sì, ma tipo non specificato;;;eng;0035-7596;;;;;;;;;16034;;10;WOS:000077388300006;2-s2.0-0032349246;6;;;;si;0.7
43903;43903;2318/21672;Validazione non prevista (pubblicato);A conjunctive type system for useless-code elimination;2003;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;F. DAMIANI;1;;Internazionale;Sì, ma tipo non specificato;;;eng;0960-1295;http://journals.cambridge.org/action/displayAbstract?fromPage=online&aid=143407;10.1017/S0960129502003869;;;We investigate the use of conjunctive non-standard type inference for the elimination of useless-code in higher-order typed functional programs. In particular, we present a non-standard type assignment system for detecting useless-code and a mapping that simplifies a program by removing all the useless-code that can be detected by using the system.;"Functional languages; Program analysis; Program transformation; Non-standard type inference";;;17640;;6;;2-s2.0-9744287465;;;;;;0.4
43904;43904;2318/87291;Validazione non prevista (pubblicato);Rank 2 intersection types for local definitions and conditional expressions;2003;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;no;F. DAMIANI;1;;Internazionale;Esperti anonimi;;;eng;0164-0925;"http://dl.acm.org/citation.cfm?id=778560; http://www.di.unito.it/~damiani/papers/tr02.html";10.1145/778559.778560;;;"We introduce a rank 2 intersection type system with new typing rules for local definitions (LET-expressions and LETREC-expressions) and conditional expressions (IF-expressions and MATCH-expressions). This is a further step towards the use of intersection types in ``real'' programming languages.
The technique for typing local definitions relies entirely on the principal typing property (i.e. it does not depend on particulars of rank 2 typing), so it can be applied to any system with principal typings. The technique for typing conditional expressions, which is based on the idea of introducing metrics on types to ``limit the use'' of the intersection type constructor in the types assigned to the branches of the conditionals, is instead tailored to rank 2 intersection. However, the underlying idea might be useful also for other type systems.";"Type inference; principal typings; polymorphic recursion";;;17640;;15;WOS:000183505000001;2-s2.0-1242308664;9;;;1.676;si;1.5
43911;43911;2318/21780;Validazione non prevista (pubblicato);Client-server programs analysis in the EPOCA environment;1996;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"S. DONATELLI; MAZZOCCA N; RUSSO S";3;;Internazionale;Sì, ma tipo non specificato;;;eng;0967-1846;;;;;;;;;19029;;1;;2-s2.0-53349091997;;;;;;
43912;43912;2318/21781;Validazione non prevista (pubblicato);Dynamic polling orders in multiserver multiqueue systems;1995;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"AJMONE MARSAN M; S. DONATELLI; NERI F; RUBINO U";4;;Internazionale;Sì, ma tipo non specificato;;;eng;1350-2425;;;;;;;;;19029;;;WOS:A1995QX11700005;;4;;;;;0.788
43913;43913;2318/21782;Validazione non prevista (pubblicato);Use of GSPNs for concurrent software validation in EPOCA;1994;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"S. DONATELLI; FRANCESCHINIS G; MAZZEO A; MAZZOCCA N; RIBAUDO M";5;;Internazionale;Sì, ma tipo non specificato;;;eng;0950-5849;;;;;;;;;19029;;7;;2-s2.0-0028464804;;;;;;3.8
43914;43914;2318/99308;Validazione non prevista (pubblicato);On certain (block) Toeplitz matrices related to radial functions;2008;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"D. A. Bini; A. De Rossi; B. Gabutti";3;;;Esperti anonimi;;;eng;0024-3795;;10.1016/j.laa.2007.05.015;;;"Interpolation of smooth functions and the discretization of elliptic PDEs by means of radial functions lead to structured linear systems which,
for equidistant grid points, have almost the (block) Toeplitz structure. We prove upper bounds for the condition numbers of the $n \times n$ $n\times n$Toeplitz matrices which discretize the model problem $u''(x)=f(x)$, $x \in (0,1)$, $u(0)=a$, $u(1)=b$, $u''(x)=f(x)$over an equally
spaced grid of $n+2$ $n+2$ points in $[0,1]$ $[0,1]$by means of the collocation method based on radial functions of the multiquadric, inverse multiquadric
and Gaussian type. These bounds are asymptotically sharp.";;;;17149;;1;WOS:000252172800009;2-s2.0-36048974235;2;;;0.878;no;1
43915;43915;2318/21783;Validazione non prevista (pubblicato);GSPN Models of Markovian Multiserver Multiqueue Systems;1990;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"AJMONE MARSAN M; S. DONATELLI; NERI F";3;;Internazionale;Sì, ma tipo non specificato;;;eng;0166-5316;;;;;;;;;19029;;39;;2-s2.0-0001087075;;;;;si;1
43956;43956;2318/22048;Validazione non prevista (pubblicato);A Subtyping for Extensible, Incomplete Objects;1999;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"VIVIANA BONO; MICHELE BUGLIESI; M. DEZANI; LUIGI LIQUORI";4;;Internazionale;Sì, ma tipo non specificato;;;eng;0169-2968;;10.3233/FI-1999-38401;;;;;;;18618;;14;;2-s2.0-0346935090;;;;;si;0.4
43957;43957;2318/22049;Validazione non prevista (pubblicato);Subtyping Constraints for Incomplete Objects;1997;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;si;"VIVIANA BONO; MICHELE BUGLIESI; M. DEZANI; LUIGI LIQUORI";4;;Internazionale;Esperti anonimi;;;eng;0302-9743;;10.1007/BFb0030619;;;;;;;18618;;18;;2-s2.0-84956995338;;;1 - Conferenza;;si;0.513
44040;44040;2318/22103;Validazione non prevista (pubblicato);Covariant Energy in Mechanics;2007;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"M.CARINI; L. FATIBENE; M.FRANCAVIGLIA";3;;Internazionale;Sì, ma tipo non specificato;;;eng;0219-8878;;;;;;"Conservation Laws; Covariance";;;15248;;;;;;;;0.662;si;2.1
44093;44093;2318/21955;Validazione non prevista (pubblicato);Iterated Belief Revision and Conditional Logic;2002;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"L. GIORDANO; V. GLIOZZI; AND N. OLIVETTI";3;;Internazionale;Sì, ma tipo non specificato;;;eng;0039-3215;;;;;;;;;16214;;15;;2-s2.0-34548410156;;;;;;0.6
44094;44094;2318/21972;Validazione non prevista (pubblicato);Tableau Calculi for Preference-Based Conditional Logics.;2003;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"L. GIORDANO; V. GLIOZZI; N. OLIVETTI; AND C. SCHWIND";4;;Internazionale;Sì, ma tipo non specificato;;;eng;;;;;;;;;;16214;;11;WOS:000186329100006;2-s2.0-7044235983;9;;;;si;
44095;44095;2318/21973;Validazione non prevista (pubblicato);Belief Revision and the Ramsey Test: a solution.;2001;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"L. GIORDANO; V. GLIOZZI; AND N. OLIVETTI";3;;Internazionale;Sì, ma tipo non specificato;;;eng;;;10.1007/3-540-45411-X_18;;;;;;;16214;;;;;;;;;si;
44096;44096;2318/21974;Validazione non prevista (pubblicato);A Conditional Logic for Belief Revision.;1998;;;info:eu-repo/semantics/article;03A-Articolo su Rivista;;;;"L. GIORDANO; V. GLIOZZI; AND N. OLIVETTI";3;;Internazionale;Sì, ma tipo non specificato;;;eng;;;10.1007/3-540-49545-2_20;;;;;;;16214;;;WOS:000083674000020;;2;;;;si;
